,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
402606,17342,1,1.5,8.0,84,92,0.0,88.0,4.0
402609,17343,6,4.44,29.0,8,240,21.25,106.78,82.89
402641,17344,6,9.67,40.0,28,228,17.79,112.5,71.82
402657,17345,4,4.4,51.0,35,239,36.52,123.6,76.65
402674,17346,5,4.85,19.33,13,245,23.46,118.77,70.62
402721,17347,6,4.43,27.17,76,239,17.34,164.71,58.35
402743,17348,5,6.0,34.5,46,184,29.75,121.4,55.99
402764,17349,4,3.0,66.67,39,239,27.19,135.0,79.8
402775,17350,5,2.67,41.0,28,233,19.57,149.17,70.56
402790,17351,6,4.64,18.4,48,232,19.01,131.82,52.4
402834,17352,2,1.0,27.0,209,236,0.0,222.5,13.5
402836,17353,7,6.27,22.9,5,234,13.06,126.18,78.4
402884,17354,4,4.17,30.8,78,232,23.93,148.83,57.7
402905,17355,4,3.5,39.0,45,162,24.04,116.25,43.98
402916,17356,6,6.29,38.17,16,245,22.38,128.57,70.89
402945,17357,4,3.33,44.8,6,230,44.79,72.0,83.9
402959,17358,7,4.64,10.1,31,243,7.46,144.5,70.24
403045,17359,6,3.75,18.82,35,242,16.32,151.58,66.16
403078,17360,1,5.0,0.0,231,231,0.0,231.0,0.0
403083,17361,5,7.25,28.71,38,239,15.1,121.38,65.2
403122,17362,7,5.06,14.33,3,218,11.48,102.62,61.47
403198,17363,4,3.75,60.67,63,245,43.12,171.0,66.74
403211,17364,8,4.36,23.3,1,234,13.09,121.82,71.36
403250,17365,4,1.83,40.0,32,232,33.58,146.33,61.11
403257,17366,7,6.0,23.67,2,215,12.51,94.4,71.89
403287,17367,6,2.29,37.17,21,244,22.92,113.43,76.64
403302,17368,3,4.0,54.33,25,188,46.71,124.5,60.38
403314,17369,4,3.0,39.75,25,184,23.64,93.8,54.02
403329,17370,1,4.0,5.0,217,222,0.0,219.5,2.5
403337,17371,8,5.5,20.45,12,237,11.77,123.83,68.75
403381,17372,3,5.25,76.67,11,241,48.51,97.5,92.61
403398,17373,6,6.38,26.29,43,227,17.73,142.62,66.89
403422,17374,6,4.6,26.11,2,237,25.72,128.3,86.65
403461,17375,5,3.8,23.11,18,226,22.3,123.5,62.52
403488,17376,3,5.0,73.0,88,234,58.0,141.67,65.58
403502,17377,6,3.3,20.22,35,217,16.81,110.4,59.47
403532,17378,6,4.12,28.0,40,236,23.03,147.62,54.81
403561,17379,5,2.38,30.43,25,238,26.26,115.62,70.97
403577,17380,3,5.4,54.0,3,219,73.99,128.4,98.67
403592,17381,6,5.67,28.75,7,237,24.74,101.44,63.42
403610,17382,6,3.44,23.38,44,231,16.39,143.67,61.73
403629,17383,2,5.67,97.5,2,197,91.5,130.0,90.54
403641,17384,4,3.8,50.75,31,234,37.07,157.8,70.69
403658,17385,8,4.0,15.07,14,240,10.2,134.31,76.22
403711,17386,6,4.29,35.17,6,217,19.67,102.0,70.76
403732,17387,4,2.25,52.0,22,178,20.61,107.75,61.69
403740,17388,2,2.0,74.5,62,211,49.5,153.0,65.15
403744,17389,5,3.33,18.0,3,147,8.49,74.11,46.53
403762,17390,5,2.56,23.25,16,202,26.23,113.33,66.24
403781,17391,7,5.75,21.0,6,237,13.22,130.25,74.2
403818,17392,5,2.17,34.4,68,240,20.59,174.83,58.92
403830,17393,8,6.63,11.94,29,244,8.4,147.05,65.49
403899,17394,6,3.09,22.7,17,244,26.8,96.82,81.69
403923,17395,5,12.8,54.5,22,240,28.16,140.0,76.73
403941,17396,4,2.33,19.8,35,134,15.46,79.83,35.56
403954,17397,8,3.55,11.89,14,240,8.06,128.05,72.7
404005,17398,4,4.0,22.44,38,240,30.09,173.1,54.41
404040,17399,4,5.0,51.0,8,212,42.28,105.4,84.3
404056,17400,4,7.0,56.33,56,225,19.22,152.25,64.25
404077,17401,5,7.25,26.0,29,211,16.8,139.0,60.48
404113,17402,4,3.5,62.0,6,192,28.18,116.25,71.54
404124,17403,6,3.0,33.29,6,239,25.29,93.0,85.93
404143,17404,6,4.71,15.0,49,244,14.37,155.71,59.5
404190,17405,3,3.0,23.33,105,245,31.87,206.57,44.15
404208,17406,7,4.67,27.25,7,225,11.57,123.0,74.33
404240,17407,3,3.5,50.33,3,154,36.94,56.75,59.04
404253,17408,4,5.2,52.75,7,218,61.39,151.2,74.65
404270,17409,4,8.0,45.8,16,245,42.99,173.83,77.66
404306,17410,7,3.8,24.44,20,240,20.7,122.3,72.79
404342,17411,5,2.67,32.0,52,212,24.68,132.0,58.96
404355,17412,5,3.75,26.86,22,210,19.17,119.88,68.7
404379,17413,6,3.75,28.43,29,228,30.25,126.12,73.6
404402,17414,3,4.0,58.75,1,236,74.3,96.6,103.77
404415,17415,4,4.0,53.0,30,242,32.78,124.2,71.3
404432,17416,2,4.0,36.0,94,166,16.0,124.67,30.35
404441,17417,5,5.56,21.12,69,238,14.68,160.22,52.52
404484,17418,4,3.5,32.33,122,219,19.67,181.5,36.77
404494,17419,5,4.88,26.57,39,225,19.03,117.88,61.45
404521,17420,6,2.78,28.5,5,233,28.18,108.67,73.12
404543,17421,3,3.0,64.5,45,174,29.5,119.33,54.47
404552,17422,6,6.7,22.89,4,210,12.4,120.3,67.13
404579,17423,5,4.75,28.57,42,242,20.3,116.5,67.39
404613,17424,4,6.6,43.0,30,202,29.56,136.0,65.25
404630,17425,3,4.4,60.75,2,245,72.63,176.8,89.4
404640,17426,4,3.43,25.0,63,213,20.38,139.71,52.72
404658,17427,4,3.0,45.33,28,164,48.8,93.0,62.81
404666,17428,5,3.62,31.71,18,240,34.64,142.75,75.7
404683,17429,6,6.4,23.44,2,213,16.43,97.3,71.65
404718,17430,6,5.71,30.0,41,221,19.73,127.29,56.45
404735,17431,3,3.0,28.5,43,100,7.5,69.0,23.54
404742,17432,5,2.83,34.4,62,234,21.15,162.17,61.93
404757,17433,3,1.75,47.67,33,176,26.23,89.25,54.32
404762,17434,7,5.22,28.75,12,242,12.4,141.44,74.5
404791,17435,4,3.2,51.25,5,210,38.69,127.6,78.81
404805,17436,6,4.79,18.23,1,238,14.36,142.57,71.62
404854,17437,5,5.71,25.0,47,197,14.24,124.71,51.73
404880,17438,6,3.86,34.33,28,234,22.16,134.0,73.61
404891,17439,2,2.5,150.0,49,199,0.0,124.0,75.0
404896,17440,2,1.67,31.5,140,203,21.5,178.67,27.64
404900,17441,5,4.17,33.0,79,244,20.32,160.83,54.69
404921,17442,5,4.0,39.33,2,238,26.18,95.86,90.54
404947,17443,5,4.14,30.5,28,211,21.44,107.86,64.62
404968,17444,5,5.88,20.29,100,242,14.81,178.5,56.07
405000,17445,4,3.8,26.5,92,198,13.68,138.0,38.79
405013,17446,7,3.22,26.88,18,233,16.03,125.67,78.93
405041,17447,5,4.17,45.4,4,231,32.75,93.17,71.73
405051,17448,6,3.91,22.1,15,236,13.79,129.18,69.08
405075,17449,6,5.56,21.62,32,205,13.37,109.89,56.89
405119,17450,7,2.77,19.08,11,240,17.48,142.54,74.86
405150,17451,6,5.08,21.64,1,239,15.17,103.33,82.0
405197,17452,4,4.57,35.67,16,230,57.4,72.43,66.19
405222,17453,4,3.33,38.8,2,196,29.08,114.67,70.88
405240,17454,8,4.69,15.73,6,242,11.84,115.0,70.07
405291,17455,3,1.8,25.75,140,243,26.75,205.2,43.12
405300,17456,5,3.83,43.8,25,244,37.94,113.17,82.34
405317,17457,7,3.67,27.12,19,236,19.65,131.78,80.02
405345,17458,2,4.0,176.0,4,180,0.0,92.0,88.0
405350,17459,4,2.29,27.67,68,234,24.8,142.14,58.67
405366,17460,6,5.88,20.14,86,227,16.23,151.25,49.22
405404,17461,6,3.33,44.6,9,232,27.83,96.17,72.83
405421,17462,7,3.6,21.78,28,224,14.97,122.7,64.41
405447,17463,6,5.1,24.22,1,219,20.08,138.8,66.08
405468,17464,4,4.75,55.33,64,230,9.53,149.0,63.45
405479,17465,6,5.0,21.56,27,221,19.99,118.1,60.31
405514,17466,6,7.15,16.67,4,204,20.71,143.23,66.03
405561,17467,5,4.5,24.44,19,239,19.37,136.7,64.14
405584,17468,4,3.0,28.25,69,182,15.06,117.4,40.39
405597,17469,4,6.0,32.5,103,233,22.68,161.6,48.13
405614,17470,4,1.25,48.33,4,149,27.35,77.0,59.79
405619,17471,4,2.5,36.4,35,217,19.54,137.67,58.85
405632,17472,4,3.6,26.0,88,192,13.66,128.4,38.99
405650,17473,5,3.67,36.2,14,195,15.68,90.5,62.47
405671,17474,4,4.75,43.0,46,175,11.22,108.25,46.72
405687,17475,7,2.6,23.22,19,228,13.16,142.0,67.21
405713,17476,4,3.33,18.8,117,211,11.25,169.0,31.45
405731,17477,4,3.83,47.6,4,242,53.95,124.33,89.06
405748,17478,3,1.25,66.33,39,238,76.13,98.0,81.31
405752,17479,4,2.0,75.0,12,237,56.65,151.25,84.35
405757,17480,3,5.5,75.33,7,233,68.67,85.75,87.19
405778,17481,6,5.5,24.33,1,220,22.75,113.7,81.96
405818,17482,5,4.0,29.8,76,225,18.47,161.17,53.45
405839,17483,2,3.5,14.33,196,239,6.94,221.5,16.19
405853,17484,5,4.0,44.0,21,197,7.97,110.0,60.54
405867,17485,5,3.33,31.8,85,244,11.62,172.5,56.92
405886,17486,3,1.67,56.0,18,130,6.0,72.0,45.81
405890,17487,5,3.25,31.57,23,244,27.95,136.38,72.34
405912,17488,4,2.25,33.33,91,191,4.19,140.25,37.96
405920,17489,2,11.0,31.0,104,166,19.0,141.33,26.85
405941,17490,3,2.5,23.0,37,106,13.37,63.5,27.39
405948,17491,2,5.5,24.0,71,143,28.33,122.5,29.88
405953,17492,3,4.33,77.0,90,244,53.0,149.33,67.65
405964,17493,8,3.38,17.17,13,219,11.28,110.31,69.1
406000,17494,5,5.0,40.25,77,238,14.92,151.4,59.04
406020,17495,8,2.19,15.6,3,237,9.22,128.38,77.5
406045,17496,6,3.5,27.71,48,242,13.33,163.88,65.69
406067,17497,2,3.33,63.0,69,195,58.0,112.67,58.25
406074,17498,4,3.0,57.0,13,184,35.95,110.25,61.79
406083,17499,2,6.75,34.67,68,172,39.43,97.75,43.22
406104,17500,5,2.1,24.78,1,224,23.42,106.9,86.63
406123,17501,6,2.14,36.5,23,242,25.71,124.0,67.48
406135,17502,5,4.0,39.2,40,236,21.16,118.83,64.51
406148,17503,8,7.11,28.62,16,245,11.54,131.56,68.75
406195,17504,5,2.67,25.0,42,242,22.86,149.22,71.64
406210,17505,4,2.5,60.33,18,199,31.04,117.5,73.49
406218,17506,4,5.0,40.75,37,200,22.94,102.2,62.58
406235,17507,6,3.0,17.3,56,229,15.06,158.27,56.04
406261,17508,7,5.36,21.5,29,244,16.26,126.36,74.23
406306,17509,8,4.15,19.67,2,238,10.19,132.46,67.43
406352,17510,5,3.75,21.57,84,235,18.87,168.5,54.16
406377,17511,6,3.9,26.22,4,240,22.5,84.8,73.31
406412,17512,7,5.46,17.33,26,234,11.34,131.31,68.42
406438,17513,5,3.33,27.38,1,220,21.85,129.33,79.81
406465,17514,4,3.2,60.0,3,243,42.43,108.2,91.61
406476,17515,5,5.33,42.2,22,233,30.81,157.83,71.85
406503,17516,8,2.05,12.42,6,242,7.01,123.9,65.94
406541,17517,5,2.0,58.0,13,245,18.8,119.2,79.16
406551,17518,6,2.83,21.82,1,241,24.65,162.08,66.37
406578,17519,6,12.33,28.75,13,243,22.89,130.11,71.99
406623,17520,4,3.0,40.0,24,224,32.2,125.0,84.02
406639,17521,7,2.75,21.36,1,236,16.65,112.58,80.6
406670,17522,3,3.25,55.33,66,232,41.25,143.0,71.05
406683,17523,3,4.0,99.5,43,242,54.5,124.33,85.21
406693,17524,2,2.67,29.0,126,184,23.0,147.33,26.04
406700,17525,5,4.29,24.5,38,185,19.89,111.14,60.32
406721,17526,5,7.25,23.57,51,216,26.49,137.75,57.13
406768,17527,3,2.0,66.0,37,169,29.0,112.67,55.6
406774,17528,4,3.5,56.0,42,210,37.18,140.25,61.31
406784,17529,2,2.0,20.5,43,84,4.5,65.0,16.87
406790,17530,5,3.29,38.83,10,243,26.26,123.0,90.08
406802,17531,3,4.75,49.67,60,209,42.74,139.5,65.46
406812,17532,4,5.25,75.33,4,230,69.31,148.25,85.86
406823,17533,3,3.0,55.0,69,234,43.3,125.5,65.65
406835,17534,5,3.0,24.88,12,211,19.62,142.22,63.09
406855,17535,6,3.71,35.17,13,224,24.79,149.29,71.17
406877,17536,5,2.8,26.22,3,239,22.45,139.0,73.97
406901,17537,8,3.62,17.25,11,218,9.23,134.38,64.76
406937,17538,2,2.0,16.0,91,107,0.0,99.0,8.0
406939,17539,2,3.5,59.0,181,240,0.0,210.5,29.5
406943,17540,6,2.44,27.62,24,245,19.34,132.56,74.47
406960,17541,4,5.8,55.5,1,223,49.55,110.2,91.69
406984,17542,5,5.17,28.2,78,219,14.78,154.17,50.86
407014,17543,5,7.17,40.0,43,243,20.92,128.33,69.85
407022,17544,5,5.38,24.71,71,244,23.78,182.12,51.51
407051,17545,3,5.33,60.5,29,150,17.5,83.67,50.08
407062,17546,3,2.5,71.67,5,220,87.99,158.0,88.61
407072,17547,4,2.5,30.86,21,237,35.33,138.88,81.18
407092,17548,6,5.86,27.17,55,218,19.22,154.71,54.44
407125,17549,7,3.88,14.44,1,232,10.45,101.82,69.65
407184,17550,6,2.55,22.5,16,241,12.59,123.36,79.31
407207,17551,8,3.0,15.79,18,239,8.11,137.07,69.18
407244,17552,7,3.27,19.0,23,213,15.58,105.45,65.04
407267,17553,8,3.42,18.36,29,231,12.2,134.25,61.79
407298,17554,8,3.89,12.18,9,216,10.87,88.67,58.54
407341,17555,5,4.0,30.0,31,241,21.31,145.12,61.22
407363,17556,6,4.3,26.78,1,242,28.22,136.4,82.03
407397,17557,6,4.18,21.0,21,231,20.26,117.82,64.1
407437,17558,4,2.4,45.0,2,182,30.27,101.4,66.94
407446,17559,4,2.67,33.6,67,235,21.6,164.17,56.76
407459,17560,5,3.43,30.5,12,195,24.0,101.57,59.41
407475,17561,8,9.35,14.62,4,238,8.08,115.65,74.13
407529,17562,7,1.82,20.8,22,230,17.02,123.36,72.61
407548,17563,6,4.25,29.29,34,239,19.51,136.62,79.82
407578,17564,5,6.57,35.83,21,236,23.7,130.0,67.18
407602,17565,6,7.12,31.43,23,243,15.74,118.0,73.23
407618,17566,7,4.46,20.33,1,245,15.5,126.0,83.18
407664,17567,6,6.27,18.5,34,219,13.95,123.82,57.06
407721,17568,6,4.56,28.25,14,240,27.49,96.0,63.76
407752,17569,6,6.22,25.25,35,237,15.38,158.33,68.19
407795,17570,3,5.5,77.33,6,238,62.2,128.5,100.66
407814,17571,4,3.25,69.67,30,239,31.46,125.5,83.82
407826,17572,5,1.83,26.6,12,145,12.14,65.33,48.22
407834,17573,8,3.24,13.56,13,230,9.06,113.06,68.65
407878,17574,5,3.38,24.29,21,191,23.81,98.62,62.28
407897,17575,6,4.42,18.55,40,244,12.59,123.25,67.96
407928,17576,6,3.22,28.75,7,237,19.7,138.78,69.67
407953,17577,5,2.75,26.71,16,203,25.53,119.88,64.79
407973,17578,4,6.75,65.67,27,224,4.64,122.75,73.28
407989,17579,7,3.11,27.62,1,222,21.93,123.44,78.42
408013,17580,4,2.4,30.25,71,192,22.11,145.4,47.23
408025,17581,5,3.86,31.67,28,218,24.35,127.43,71.95
408042,17582,4,6.5,22.0,22,132,13.91,61.33,39.74
408069,17583,6,2.83,40.2,22,223,20.59,110.83,69.66
408085,17584,4,2.67,35.4,61,238,36.26,138.83,52.15
408099,17585,4,5.6,55.5,23,245,32.14,136.8,80.25
408116,17586,3,6.0,47.67,48,191,23.33,125.75,51.34
408139,17587,5,3.0,30.14,7,218,21.47,96.0,65.3
408156,17588,5,3.0,48.5,3,197,40.33,123.2,65.7
408167,17589,5,3.0,26.12,1,210,18.21,126.89,75.18
408187,17590,8,4.47,13.44,2,244,7.02,130.21,75.13
408262,17591,5,4.5,42.2,30,241,35.87,141.83,74.4
408283,17592,5,4.0,29.14,13,217,26.32,106.38,82.34
408312,17593,4,2.0,54.67,18,182,23.8,98.0,65.83
408319,17594,7,5.1,24.56,11,232,17.11,134.6,73.57
408351,17595,4,4.2,43.5,53,227,35.53,163.0,70.0
408369,17596,5,2.17,36.6,6,189,38.28,121.33,70.73
408379,17597,4,2.0,48.75,40,235,49.72,130.0,78.85
408388,17598,8,8.53,13.31,13,226,8.89,108.47,65.41
408494,17599,2,8.67,45.0,117,207,40.0,175.33,41.3
408514,17600,2,8.0,107.0,52,159,0.0,105.5,53.5
408518,17601,4,4.14,36.67,16,236,40.78,165.43,82.04
408538,17602,7,3.73,17.21,4,245,13.37,135.93,81.96
408575,17603,3,4.75,64.67,36,230,52.8,121.0,84.22
408589,17604,6,3.29,30.17,56,237,17.7,149.0,70.7
408610,17605,5,8.33,24.0,53,245,17.38,150.78,57.8
408638,17606,8,5.0,19.42,3,236,11.73,122.85,71.67
408665,17607,8,3.55,24.0,4,244,13.39,124.82,70.88
408700,17608,5,4.5,32.43,6,233,33.72,136.88,84.55
408724,17609,6,4.5,30.43,14,227,30.2,162.38,66.88
408747,17610,2,2.5,130.0,17,147,0.0,82.0,65.0
408750,17611,8,3.0,26.88,4,219,12.57,124.56,73.55
408771,17612,4,2.83,35.6,16,194,23.69,85.17,64.06
408787,17613,5,6.5,37.0,35,220,16.92,135.5,58.8
408806,17614,5,5.14,29.17,61,236,24.86,157.71,63.36
408829,17615,4,3.67,38.2,49,240,22.01,126.0,67.88
408843,17616,5,4.41,11.0,38,214,9.77,124.47,56.71
408906,17617,3,2.67,81.0,36,198,31.0,127.33,67.73
408913,17618,7,4.08,16.42,43,240,8.85,141.38,65.3
408962,17619,7,4.8,24.89,11,235,17.57,137.7,81.22
408990,17620,4,4.25,75.33,7,233,27.35,134.75,83.71
409006,17621,5,3.83,41.2,32,238,22.07,121.0,73.6
409024,17622,4,2.8,30.5,12,134,16.92,73.0,48.28
409035,17623,4,2.2,49.0,35,231,41.18,141.2,78.61
409044,17624,6,4.0,27.62,13,234,17.25,112.11,69.12
409069,17625,5,4.12,31.86,16,239,27.39,121.12,85.66
409084,17626,6,3.22,26.38,6,217,23.9,134.89,61.71
409113,17627,4,4.0,31.14,27,245,32.51,150.0,82.35
409134,17628,4,3.6,48.75,7,202,27.63,115.4,77.42
409147,17629,3,2.0,54.67,4,168,29.41,68.0,63.86
409154,17630,5,3.67,43.2,4,220,34.24,146.17,72.58
409170,17631,6,8.86,21.0,58,184,6.35,114.86,43.09
409182,17632,8,4.91,10.52,11,232,8.59,136.09,66.41
409273,17633,8,6.42,12.72,4,233,8.43,116.42,68.51
409340,17634,7,3.33,25.88,17,224,21.35,135.89,67.31
409363,17635,6,2.43,35.5,4,217,20.12,92.57,78.36
409377,17636,6,4.67,17.82,12,208,12.78,119.83,71.92
409416,17637,6,3.17,47.6,7,245,20.24,130.5,83.49
409435,17638,7,5.2,21.89,29,226,14.02,116.8,66.22
409467,17639,5,3.43,35.83,21,236,33.06,112.14,84.43
409480,17640,4,4.67,35.8,48,227,26.74,120.0,67.43
409501,17641,6,5.0,25.25,18,220,27.49,92.56,65.8
409530,17642,6,3.44,29.62,4,241,23.45,152.78,75.45
409552,17643,7,2.33,21.09,13,245,13.94,139.67,73.57
409578,17644,2,1.0,92.5,14,199,91.5,76.0,86.98
409581,17645,6,5.33,45.6,1,229,18.03,122.5,83.15
409601,17646,3,2.0,69.67,3,212,40.28,87.5,84.77
409607,17647,6,2.88,23.43,14,178,12.89,96.88,51.4
409628,17648,7,2.7,21.56,41,235,12.17,160.1,64.78
409649,17649,6,4.89,28.75,2,232,20.49,96.44,85.57
409676,17650,2,3.0,63.0,153,216,0.0,184.5,31.5
409681,17651,6,5.27,21.6,29,245,17.59,123.36,80.0
409722,17652,8,4.57,17.85,6,238,10.13,123.36,76.71
409773,17653,5,4.83,42.4,22,234,32.46,96.67,72.05
409796,17654,1,4.0,0.0,216,216,0.0,216.0,0.0
409799,17655,4,6.25,69.0,4,211,30.63,116.5,82.87
409817,17656,6,2.91,20.2,37,239,14.57,148.91,62.61
409844,17657,6,4.3,26.89,3,245,21.8,115.4,82.1
409871,17658,8,3.14,11.95,5,244,9.48,126.62,79.85
409918,17659,6,6.25,25.57,38,217,20.13,135.88,58.52
409945,17660,8,5.62,18.0,28,244,11.29,148.85,65.59
410010,17661,7,3.33,26.38,28,239,16.61,148.67,65.63
410037,17662,4,1.5,41.67,87,212,29.58,142.25,52.97
410043,17663,6,4.38,29.29,31,236,19.33,128.75,74.4
410068,17664,4,4.2,34.75,94,233,14.08,155.4,46.98
410083,17665,2,4.33,67.0,53,187,60.0,100.0,61.58
410093,17666,4,4.0,56.0,13,237,46.58,121.2,92.88
410110,17667,8,3.28,13.18,7,231,8.93,115.0,68.69
410159,17668,6,3.11,22.38,55,234,13.79,143.0,59.6
410180,17669,3,2.5,36.4,37,219,50.12,85.33,62.08
410193,17670,3,4.25,31.0,73,166,20.22,122.0,32.99
410209,17671,6,3.14,35.83,7,222,20.84,139.43,69.28
410227,17672,2,4.0,59.0,32,209,69.34,119.0,83.66
410242,17673,6,3.25,34.14,1,240,29.68,114.12,83.74
410264,17674,2,5.0,57.0,37,151,36.0,82.0,49.54
410276,17675,2,2.0,14.67,159,203,6.34,184.75,17.09
410283,17676,5,5.33,27.25,7,225,25.21,92.11,73.6
410315,17677,4,3.33,37.2,19,205,36.48,140.67,61.74
410331,17678,6,3.75,13.13,32,229,7.91,132.25,63.13
410373,17679,6,6.25,33.43,1,235,21.65,94.12,78.69
410406,17680,5,2.8,56.75,1,228,14.1,118.0,82.55
410418,17681,3,4.5,67.67,1,204,68.84,101.5,92.49
410431,17682,5,8.14,35.17,8,219,34.25,149.71,75.88
410472,17683,3,2.8,44.25,33,210,43.69,126.2,77.24
410480,17684,7,3.33,25.5,29,233,13.78,126.33,69.96
410503,17685,4,9.0,57.5,14,244,44.0,161.4,82.36
410519,17686,4,4.0,41.0,38,243,39.07,138.67,82.89
410534,17687,4,2.4,50.75,11,214,37.43,135.4,69.08
410546,17688,6,3.45,23.1,6,237,18.59,114.73,75.45
410578,17689,4,3.75,49.67,48,197,25.49,137.75,56.82
410588,17690,3,3.67,75.0,42,192,48.0,133.0,65.28
410596,17691,5,5.29,37.0,23,245,24.81,153.71,70.88
410618,17692,7,3.0,26.25,19,229,19.21,107.33,75.6
410643,17693,4,4.5,51.33,70,224,38.9,164.5,57.4
410654,17694,8,3.7,10.86,5,244,7.24,111.57,76.58
410715,17695,6,5.25,29.71,32,240,19.95,136.25,66.56
410747,17696,3,3.67,111.0,12,234,59.0,142.67,94.8
410756,17697,6,10.71,34.0,17,221,15.01,134.14,73.37
410794,17698,7,3.08,21.09,11,243,13.28,130.92,74.69
410826,17699,7,7.4,19.56,22,198,9.65,99.4,56.49
410863,17700,4,4.83,32.2,79,240,24.09,156.5,58.09
410883,17701,4,3.8,46.75,40,227,33.95,139.4,60.31
410897,17702,6,7.57,33.83,27,230,25.78,106.71,67.87
410926,17703,4,2.75,60.67,10,192,51.53,109.25,79.71
410935,17704,7,4.3,25.56,7,237,13.78,139.1,74.17
410975,17705,2,5.5,174.0,71,245,0.0,158.0,87.0
410978,17706,8,2.17,19.18,11,222,11.87,120.67,62.71
410996,17707,4,4.25,58.67,14,190,7.59,97.5,65.45
411006,17708,7,2.45,21.0,25,235,13.08,149.27,63.52
411027,17709,4,4.0,45.8,14,243,44.16,146.33,79.01
411048,17710,6,3.11,26.25,20,230,23.01,138.0,78.62
411067,17711,4,7.2,36.0,29,173,15.07,101.4,48.48
411089,17712,6,4.9,25.0,14,239,14.26,111.4,79.82
411123,17713,5,5.12,31.14,27,245,31.4,128.0,85.11
411153,17714,4,4.33,45.8,8,237,35.89,133.0,87.33
411175,17715,5,4.88,30.71,29,244,40.09,157.38,73.63
411197,17716,4,4.5,41.8,8,217,36.95,122.5,88.11
411216,17717,2,2.0,45.0,194,239,0.0,216.5,22.5
411220,17718,3,6.75,56.67,3,173,51.53,65.75,64.11
411234,17719,8,4.57,18.46,5,245,15.16,125.93,72.2
411280,17720,5,2.0,53.25,6,219,17.85,109.4,78.72
411289,17721,7,4.55,21.7,15,232,12.52,118.91,71.15
411330,17722,1,2.0,0.0,27,27,0.0,27.0,0.0
411332,17723,1,5.0,0.0,67,67,0.0,67.0,0.0
411337,17724,5,2.92,21.64,2,240,33.76,159.67,80.72
411369,17725,7,2.17,21.91,1,242,19.02,115.92,87.17
411384,17726,6,4.92,20.73,1,229,19.15,127.25,81.07
411429,17727,6,3.0,15.69,36,240,15.56,134.86,66.69
411463,17728,4,2.6,56.25,20,245,32.14,139.4,73.68
411474,17729,8,4.67,19.0,21,230,8.73,113.5,62.74
411519,17730,4,3.4,53.25,12,225,38.47,118.6,88.82
411530,17731,7,3.36,21.6,4,220,18.51,80.18,69.67
411557,17732,7,2.45,23.0,6,236,16.13,121.36,78.73
411575,17733,6,4.25,22.0,5,159,10.04,71.38,50.59
411608,17734,3,3.75,25.33,1,77,12.28,46.5,29.16
411618,17735,3,5.0,52.33,3,160,61.3,113.5,64.12
411636,17736,5,2.86,36.83,4,225,27.74,93.71,76.91
411653,17737,5,4.88,30.0,22,232,32.58,163.0,78.83
411680,17738,6,3.43,29.83,53,232,23.42,131.0,65.43
411701,17739,5,7.11,29.0,10,242,24.03,155.67,80.94
411753,17740,5,4.0,33.0,35,233,23.52,126.86,73.31
411772,17741,5,4.33,38.0,6,196,9.53,93.0,66.15
411793,17742,6,4.5,20.36,13,237,20.65,145.25,83.46
411821,17743,7,3.69,15.5,38,224,10.92,146.23,58.77
411854,17744,6,3.75,30.29,19,231,14.54,141.62,71.58
411872,17745,3,3.83,15.8,163,242,6.49,196.33,26.35
411890,17746,4,3.6,42.25,30,199,33.56,126.0,54.75
411906,17747,6,2.57,33.5,25,226,28.27,130.86,72.76
411921,17748,5,3.73,15.0,32,182,8.35,98.91,46.39
411961,17749,5,5.33,39.8,1,200,21.97,118.5,71.67
411980,17750,5,3.5,34.0,7,245,23.48,146.62,83.35
412003,17751,4,3.2,45.75,49,232,39.07,106.6,68.42
412013,17752,7,5.58,18.45,29,232,18.38,144.83,73.68
412049,17753,5,2.0,24.12,51,244,22.9,167.56,65.48
412061,17754,8,4.38,15.27,9,238,6.74,130.94,66.81
412106,17755,6,4.1,16.78,41,192,15.48,102.6,53.04
412137,17756,3,3.4,49.0,6,202,69.94,54.0,74.5
412149,17757,5,2.56,25.62,39,244,20.33,151.22,64.86
412167,17758,6,1.67,26.88,19,234,23.06,125.89,72.33
412182,17759,5,7.12,32.14,15,240,26.44,138.75,72.13
412207,17760,8,5.0,9.29,15,238,6.04,136.2,70.04
412311,17761,1,4.0,21.0,218,239,0.0,228.5,10.5
412314,17762,5,2.86,34.83,19,228,44.19,106.14,85.94
412332,17763,8,2.8,15.57,23,241,9.21,130.8,64.93
412365,17764,7,4.44,23.88,43,234,9.52,153.89,64.8
412398,17765,6,4.5,25.0,14,239,22.86,117.1,83.69
412431,17766,6,2.89,25.25,29,231,23.01,124.56,65.72
412456,17767,6,3.86,33.67,15,217,21.78,92.0,67.12
412479,17768,5,4.0,39.6,39,237,35.38,154.33,59.89
412498,17769,6,5.55,21.3,15,228,11.84,129.27,67.51
412534,17770,4,2.4,55.0,22,242,43.0,114.8,80.58
412545,17771,5,3.6,23.56,16,228,24.94,123.6,63.25
412571,17772,5,3.17,27.4,19,156,17.88,77.0,44.09
412588,17773,7,2.44,14.24,3,245,13.78,126.33,70.41
412627,17774,2,4.71,7.67,163,209,4.07,181.71,15.36
412650,17775,3,4.0,52.0,32,188,28.08,93.0,59.96
412659,17776,5,4.62,28.57,32,232,30.49,170.62,62.81
