,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
530866,26661,6,2.91,17.5,28,203,13.68,103.82,64.72
530891,26662,5,3.83,38.4,6,198,31.14,114.17,73.6
530910,26663,5,4.14,34.67,1,209,19.29,105.29,74.35
530937,26664,5,3.14,27.0,48,210,20.8,120.71,62.05
530956,26665,7,3.28,7.5,26,206,6.73,122.8,60.82
531019,26666,7,3.5,18.0,13,211,7.95,117.08,65.81
531049,26667,1,1.0,0.0,181,181,0.0,181.0,0.0
531050,26668,4,3.8,44.0,15,191,34.23,120.0,68.55
531066,26669,2,4.5,25.0,44,69,0.0,56.5,12.5
531070,26670,6,3.47,13.79,4,197,10.85,103.0,59.33
531101,26671,1,2.0,0.0,164,164,0.0,164.0,0.0
531102,26672,4,3.33,37.6,13,201,30.26,79.0,66.83
531112,26673,5,2.86,29.17,6,181,24.04,89.29,59.89
531132,26674,5,4.33,36.4,18,200,22.4,127.17,63.1
531154,26675,4,5.25,52.0,26,182,33.95,103.5,65.52
531174,26676,3,3.67,76.0,46,198,13.0,126.33,62.36
531181,26677,7,2.8,20.22,7,189,9.34,89.6,58.95
531201,26678,5,2.6,37.5,42,192,22.11,129.2,55.03
531214,26679,6,1.83,39.2,21,217,19.93,137.17,64.1
531223,26680,5,3.3,20.33,1,184,14.79,80.0,61.84
531244,26681,3,4.0,41.25,47,212,29.15,148.2,61.3
531263,26682,5,5.33,35.0,19,194,17.92,90.5,59.47
531288,26683,3,4.5,41.0,60,183,24.75,121.75,51.12
531300,26684,4,3.0,33.25,14,147,13.22,69.2,48.42
531315,26685,6,3.4,21.11,5,195,13.62,93.8,62.18
531342,26686,4,5.0,31.75,26,153,18.85,91.2,41.02
531358,26687,2,3.0,28.0,6,90,26.87,62.25,33.09
531368,26688,5,5.43,19.33,92,208,11.87,150.71,39.11
531394,26689,5,5.57,34.0,7,211,22.33,117.71,74.71
531428,26690,6,3.33,21.88,8,183,12.63,97.56,60.31
531455,26691,7,5.73,12.43,28,202,9.74,110.8,58.77
531507,26692,4,3.0,36.0,41,185,24.93,106.0,58.31
531518,26693,5,4.5,21.43,31,181,9.98,110.25,49.53
531537,26694,2,2.5,70.0,133,203,0.0,168.0,35.0
531542,26695,3,5.0,35.33,24,130,13.02,77.75,37.96
531552,26696,6,4.23,17.67,4,216,14.63,110.69,68.97
531588,26697,3,4.75,24.33,122,195,21.3,146.25,28.99
531601,26698,3,2.0,48.5,90,187,43.5,153.0,44.59
531607,26699,6,6.0,37.0,30,215,30.44,124.83,74.63
531632,26700,7,8.2,20.56,6,191,8.83,94.5,54.11
531699,26701,4,4.33,31.0,44,199,26.27,130.17,63.44
531722,26702,5,2.6,39.25,4,161,18.12,94.2,59.97
531734,26703,4,4.8,46.0,3,187,36.03,93.8,77.95
531752,26704,5,3.0,24.14,41,210,11.61,111.5,57.94
531773,26705,5,3.0,38.6,3,196,33.86,112.33,62.73
531788,26706,2,4.5,134.0,28,162,0.0,95.0,67.0
531797,26707,4,2.0,32.4,22,184,36.1,114.5,70.51
531809,26708,4,4.5,30.2,28,179,21.26,123.83,51.73
531828,26709,7,3.73,19.3,18,211,11.94,128.82,60.57
531869,26710,1,3.0,0.0,129,129,0.0,129.0,0.0
531872,26711,6,2.45,20.8,2,210,21.66,140.82,65.06
531893,26712,5,2.5,34.8,13,187,18.57,87.67,66.53
531905,26713,5,5.0,25.71,16,196,23.83,89.88,52.39
531935,26714,4,6.75,60.33,13,194,40.14,105.0,76.21
531952,26715,5,1.8,47.5,10,200,23.58,105.8,75.02
531961,26716,2,2.0,135.0,63,198,0.0,130.5,67.5
531965,26717,4,2.67,40.0,3,203,38.52,71.0,72.7
531977,26718,4,5.6,37.25,49,198,22.97,142.2,54.0
532003,26719,2,1.5,178.0,24,202,0.0,113.0,89.0
532005,26720,5,2.2,44.75,24,203,26.18,116.4,70.96
532016,26721,7,4.5,29.0,12,215,15.85,123.75,68.34
532039,26722,4,2.25,59.33,26,204,23.04,102.0,69.12
532047,26723,4,5.0,33.0,47,212,19.54,148.33,56.69
532069,26724,3,3.75,30.33,62,153,9.88,113.25,33.95
532083,26725,3,2.33,95.5,2,193,10.5,94.0,78.13
532090,26726,4,3.67,32.8,19,183,24.85,107.67,63.62
532110,26727,3,3.88,23.57,31,196,30.43,121.25,61.67
532124,26728,3,6.0,51.5,6,212,56.38,81.4,87.75
532148,26729,4,3.71,23.67,36,178,12.67,95.29,52.65
532158,26730,5,5.0,44.75,19,198,17.25,94.6,65.98
532182,26731,5,4.6,38.25,34,187,17.73,116.4,58.49
532201,26732,3,3.33,32.0,17,81,16.0,43.67,27.19
532207,26733,3,4.67,40.0,112,192,26.0,160.67,34.88
532218,26734,5,3.5,14.78,42,175,4.61,104.4,43.88
532244,26735,6,3.83,35.4,26,203,6.47,121.83,60.49
532260,26736,4,4.25,42.0,37,163,14.85,100.25,49.81
532270,26737,7,3.44,12.33,6,191,6.28,98.75,55.51
532323,26738,2,5.5,174.0,17,191,0.0,104.0,87.0
532329,26739,7,4.85,17.25,4,211,9.93,110.92,68.15
532368,26740,4,2.5,48.67,43,189,24.12,101.25,56.2
532373,26741,6,4.92,15.73,7,180,9.42,93.92,52.86
532430,26742,5,3.88,27.29,6,197,16.33,96.62,63.82
532460,26743,5,4.0,31.33,25,213,26.05,140.14,55.85
532481,26744,2,3.0,23.0,86,132,18.0,115.0,20.61
532490,26745,5,3.5,23.4,15,132,12.96,70.67,39.36
532510,26746,3,4.25,49.33,62,210,24.42,150.75,57.74
532519,26747,2,3.33,90.5,2,183,62.5,71.67,79.55
532524,26748,4,7.25,60.0,16,196,34.41,127.0,69.88
532539,26749,3,2.67,59.0,41,159,33.0,89.0,50.62
532545,26750,2,4.67,44.5,36,125,23.5,72.67,37.99
532553,26751,6,3.35,12.25,4,200,12.5,86.59,55.17
532599,26752,3,13.5,30.33,47,138,23.33,81.25,34.27
532604,26753,5,3.75,28.0,14,210,27.4,119.88,64.01
532629,26754,6,3.18,17.7,27,204,16.41,92.91,56.02
532658,26755,4,2.5,27.0,114,195,15.56,154.5,33.47
532665,26756,6,4.67,17.36,3,194,15.26,108.33,61.4
532708,26757,5,4.71,30.83,13,198,25.35,112.29,67.37
532730,26758,3,5.0,49.33,53,201,38.23,150.25,59.24
532748,26759,5,7.17,24.6,42,165,12.31,99.67,46.64
532776,26760,5,3.6,51.0,13,217,16.99,124.0,76.68
532790,26761,2,5.0,95.5,4,195,93.5,130.67,89.57
532794,26762,5,3.83,35.4,13,190,26.1,130.83,62.74
532812,26763,4,3.75,25.71,5,185,29.91,121.62,63.35
532835,26764,3,3.0,22.5,42,132,18.69,85.8,35.71
532847,26765,6,4.0,25.0,15,215,27.93,104.33,70.99
532877,26766,3,5.0,48.33,15,160,32.17,106.75,58.47
532891,26767,5,5.12,24.57,6,178,21.04,62.88,53.62
532912,26768,6,3.9,20.56,12,197,18.13,94.5,55.37
532947,26769,5,3.83,37.8,9,198,26.75,114.17,69.72
532962,26770,5,3.6,17.33,49,205,13.28,127.0,51.28
532992,26771,8,8.82,20.5,12,217,13.22,111.73,67.92
533035,26772,7,6.45,18.6,13,199,13.37,128.0,56.81
533078,26773,5,2.88,26.14,27,210,17.8,121.88,64.32
533099,26774,5,3.0,46.25,30,215,32.74,95.6,68.29
533110,26775,8,6.31,15.92,26,217,11.74,110.0,66.37
533150,26776,7,3.92,17.17,11,217,14.26,130.92,72.74
533175,26777,5,4.12,29.0,7,210,17.84,115.75,63.46
533195,26778,2,2.5,33.0,102,135,0.0,118.5,16.5
533199,26779,5,3.29,31.83,24,215,20.5,108.71,57.71
533221,26780,2,2.67,25.0,17,67,16.0,36.67,21.76
533229,26781,7,4.62,10.15,7,210,8.01,119.1,62.46
533277,26782,6,5.2,23.33,1,211,21.34,96.0,73.7
533302,26783,6,3.38,25.57,19,198,22.15,137.75,58.02
533319,26784,7,5.3,23.78,1,215,14.81,110.3,66.69
533348,26785,3,3.0,65.0,12,142,13.0,72.67,53.42
533356,26786,4,2.5,46.0,6,144,20.61,78.5,55.47
533365,26787,1,4.0,0.0,42,42,0.0,42.0,0.0
533366,26788,4,3.75,20.14,72,213,19.47,162.5,52.11
533389,26789,5,1.86,27.67,51,217,12.58,146.29,54.6
533401,26790,3,4.4,24.75,40,139,15.97,79.4,34.66
533420,26791,6,3.12,25.86,21,202,19.97,100.12,66.52
533440,26792,2,2.2,20.25,11,92,15.2,41.0,31.09
533451,26793,2,1.5,119.0,78,197,0.0,137.5,59.5
533453,26794,5,7.67,34.0,8,178,11.63,93.0,62.76
533477,26795,4,1.75,56.33,21,190,24.73,103.5,67.89
533482,26796,3,3.0,59.0,80,198,9.0,136.0,48.36
533489,26797,6,5.14,29.0,21,195,12.75,121.14,56.96
533503,26798,7,2.56,24.0,11,203,10.63,108.44,67.26
533526,26799,6,2.11,26.0,8,216,20.32,107.67,61.79
533544,26800,3,6.33,82.5,29,194,38.5,98.67,69.76
533552,26801,4,4.5,25.2,55,181,18.05,120.0,38.48
533572,26802,1,11.0,19.0,42,61,0.0,51.5,9.5
533588,26803,7,3.08,17.25,6,213,8.53,101.38,62.68
533615,26804,2,2.0,202.0,1,203,0.0,102.0,101.0
533618,26805,6,7.33,38.8,22,216,15.66,115.17,71.89
533649,26806,5,3.25,28.71,16,217,20.25,109.75,64.69
533674,26807,4,3.86,31.83,13,204,28.97,106.0,72.15
533695,26808,3,2.0,22.0,113,179,18.06,148.25,28.73
533702,26809,5,3.6,38.0,35,187,15.6,123.8,53.81
533717,26810,4,5.75,47.33,74,216,35.37,150.0,60.81
533729,26811,4,4.12,25.43,15,193,24.75,112.0,60.08
533760,26812,4,2.57,28.17,9,178,29.15,84.14,60.52
533770,26813,6,3.71,34.67,7,215,21.87,107.29,71.54
533794,26814,6,3.33,24.12,4,197,18.72,99.56,74.6
533816,26815,4,6.0,24.0,52,172,18.14,131.83,44.37
533838,26816,5,2.29,29.67,11,189,20.81,71.43,63.7
533851,26817,1,1.0,0.0,105,105,0.0,105.0,0.0
533852,26818,2,2.67,70.0,14,154,68.0,61.33,65.53
533860,26819,7,4.86,14.62,1,191,11.27,95.43,55.72
533919,26820,7,8.33,13.29,25,211,8.68,104.53,59.56
533965,26821,2,5.8,48.75,13,208,75.85,59.8,74.29
533989,26822,4,3.9,12.56,68,181,10.53,120.2,34.53
534019,26823,3,5.67,71.5,43,186,34.5,126.0,60.6
534033,26824,5,6.17,15.09,35,201,12.5,117.17,54.84
534084,26825,3,3.0,41.0,85,167,14.0,121.33,34.12
534093,26826,3,3.0,50.0,3,153,35.9,99.25,58.61
534099,26827,5,4.12,26.43,6,191,18.19,97.38,52.68
534119,26828,4,4.25,51.33,35,189,38.0,122.75,65.61
534133,26829,2,3.5,87.0,92,179,0.0,135.5,43.5
534138,26830,5,9.2,48.0,21,213,18.04,104.8,65.72
534158,26831,6,5.3,16.22,52,198,10.58,140.3,45.93
534197,26832,6,5.11,15.75,29,155,8.91,90.44,38.85
534222,26833,4,4.8,47.25,18,207,26.2,118.6,63.78
534240,26834,6,4.22,25.0,13,213,21.16,82.78,57.96
534272,26835,6,3.62,12.27,4,188,10.99,87.88,62.45
534316,26836,2,3.5,105.0,95,200,0.0,147.5,52.5
534323,26837,5,2.45,17.4,6,180,18.8,109.45,56.7
534348,26838,2,2.5,22.0,131,197,19.03,152.75,26.44
534357,26839,5,2.0,24.83,35,184,23.27,117.57,60.16
534368,26840,3,2.25,53.0,26,185,34.32,90.5,58.57
534376,26841,2,4.67,75.0,62,212,55.0,118.67,66.5
534387,26842,3,3.0,21.67,146,211,9.1,174.25,25.66
534397,26843,4,2.4,50.75,11,214,37.29,115.8,81.59
534408,26844,7,4.64,12.54,25,188,7.81,101.36,50.44
534438,26845,6,5.4,21.33,24,216,15.46,132.7,65.09
534468,26846,2,4.5,39.0,60,99,0.0,79.5,19.5
534477,26847,7,3.11,24.25,3,197,10.88,101.89,62.85
534499,26848,4,1.8,34.25,65,202,15.25,120.6,50.54
534507,26849,2,4.67,19.5,64,103,1.5,83.0,15.94
534519,26850,3,1.33,60.5,64,185,27.5,115.33,51.07
534523,26851,3,2.75,55.67,49,216,58.64,105.5,64.92
534531,26852,2,5.0,70.0,112,182,0.0,147.0,35.0
534536,26853,6,5.33,24.0,22,214,16.16,105.33,59.31
534568,26854,5,5.67,23.0,16,131,16.36,74.0,39.86
534594,26855,2,1.5,27.0,24,51,0.0,37.5,13.5
534596,26856,5,4.17,32.4,16,178,15.78,88.17,59.31
534617,26857,6,5.12,28.43,3,202,15.86,112.5,74.12
534646,26858,3,3.33,50.0,83,183,22.0,125.67,42.12
534656,26859,8,5.08,16.42,20,217,10.77,101.77,60.06
534699,26860,4,5.5,15.44,14,153,10.26,91.3,42.65
534727,26861,2,1.67,17.5,74,109,5.5,93.33,14.52
534732,26862,3,2.67,38.2,18,209,43.57,115.5,82.24
534745,26863,5,4.78,23.25,1,187,22.05,88.67,64.19
534770,26864,8,5.7,22.56,13,216,10.32,112.8,61.65
534803,26865,8,6.0,13.12,5,215,11.94,125.06,70.75
534849,26866,7,9.0,15.91,21,196,7.95,108.75,53.82
534892,26867,5,2.62,23.71,26,192,22.89,129.25,57.14
534905,26868,3,1.75,34.67,3,107,12.76,47.25,39.79
534910,26869,4,4.25,28.57,5,205,24.58,106.75,76.93
534935,26870,3,2.0,104.5,4,213,17.5,102.67,85.72
534941,26871,2,4.0,22.75,111,202,24.32,146.8,38.64
534956,26872,6,5.14,27.0,14,176,13.96,82.57,53.03
534983,26873,6,4.3,20.89,6,194,10.54,110.0,61.22
535015,26874,4,5.5,40.33,80,201,27.64,138.0,51.15
535035,26875,5,2.82,18.9,23,212,19.34,122.18,67.06
535063,26876,1,3.0,0.0,73,73,0.0,73.0,0.0
535066,26877,6,4.5,40.0,8,208,23.39,105.33,69.42
535078,26878,5,3.33,22.0,6,182,16.31,93.67,52.78
535094,26879,5,4.67,21.38,31,202,18.51,117.22,60.15
535133,26880,6,5.38,24.43,29,200,20.75,115.88,53.86
535171,26881,4,2.17,33.4,29,196,24.6,120.5,62.16
535184,26882,4,5.25,70.33,2,213,24.25,111.0,75.82
535198,26883,2,10.0,43.0,34,120,24.0,69.0,36.89
535208,26884,5,3.67,24.0,8,200,21.87,94.78,68.96
535227,26885,6,5.14,30.0,30,210,23.83,98.71,61.57
535257,26886,6,4.8,22.78,8,213,18.47,103.7,75.81
535292,26887,8,2.91,9.33,21,217,7.58,106.45,56.13
535349,26888,5,2.25,27.43,14,206,21.28,136.5,63.24
535364,26889,2,2.0,33.0,135,168,0.0,151.5,16.5
535367,26890,4,3.33,28.6,1,144,22.5,81.67,45.24
535381,26891,6,3.29,30.83,27,212,12.69,121.71,66.96
535397,26892,6,3.12,23.86,7,174,13.44,84.12,51.67
535415,26893,6,7.38,26.71,15,202,16.41,103.38,58.37
535460,26894,6,4.45,19.7,13,210,13.28,124.0,64.31
535485,26895,3,3.67,24.0,64,184,29.79,97.83,40.67
535506,26896,2,11.0,152.0,46,198,0.0,122.0,76.0
535516,26897,4,3.0,16.86,54,172,13.68,109.38,37.92
535530,26898,4,3.0,66.33,14,213,44.61,87.0,77.31
535541,26899,6,6.27,20.2,3,205,11.69,116.55,61.36
535566,26900,2,3.0,83.0,101,184,0.0,142.5,41.5
535568,26901,3,4.5,41.33,76,200,42.13,118.25,48.1
535575,26902,5,4.17,31.2,29,185,27.76,125.33,61.73
535594,26903,6,4.0,26.0,3,211,12.51,101.56,66.98
535627,26904,5,3.86,29.67,19,197,25.36,84.71,56.97
535641,26905,4,2.75,33.0,55,154,24.34,119.25,40.29
535649,26906,6,3.44,20.12,45,206,12.64,128.56,60.56
535675,26907,5,2.67,26.12,6,215,33.08,99.0,76.48
535698,26908,3,2.0,49.0,90,188,13.0,143.33,40.47
535704,26909,6,3.73,17.0,22,192,13.84,114.91,64.73
535736,26910,5,2.0,42.75,42,213,17.27,119.6,57.47
535745,26911,3,3.33,73.5,13,160,51.5,69.33,64.74
535752,26912,3,2.25,39.0,47,164,19.82,102.25,41.71
535759,26913,6,3.0,31.83,25,216,22.81,136.14,66.85
535777,26914,5,3.17,28.6,73,216,15.4,161.5,51.51
535794,26915,3,2.67,87.5,27,202,17.5,108.67,71.92
535802,26916,3,3.2,41.75,7,174,38.32,106.0,62.58
535816,26917,4,3.17,40.4,8,210,36.09,125.0,60.73
535832,26918,3,1.67,81.5,37,200,52.5,101.0,71.0
535837,26919,5,4.77,13.42,15,176,11.5,102.92,53.48
535875,26920,3,4.67,31.5,27,90,6.5,56.33,25.9
535883,26921,4,2.75,64.0,25,217,45.0,148.5,77.09
535894,26922,6,2.85,15.5,12,198,11.01,111.77,64.4
535925,26923,2,2.0,107.0,84,191,0.0,137.5,53.5
535928,26924,5,3.25,25.43,8,186,35.07,94.88,66.7
535940,26925,4,3.4,29.25,100,217,16.33,146.4,41.22
535956,26926,5,3.4,36.75,69,216,9.6,150.2,53.15
535971,26927,2,5.0,20.33,56,117,13.91,94.0,23.16
535986,26928,6,2.33,26.38,5,216,14.82,113.44,66.84
536005,26929,2,4.67,97.0,14,208,76.0,136.33,86.93
536015,26930,3,3.0,59.0,16,134,22.0,82.33,49.28
536020,26931,1,4.0,0.0,139,139,0.0,139.0,0.0
536024,26932,4,1.75,59.33,5,183,26.71,79.25,66.4
536031,26933,5,5.14,32.67,4,200,21.13,106.14,76.64
536057,26934,3,2.4,47.25,16,205,46.6,140.4,68.53
536068,26935,5,4.5,29.2,16,162,23.44,107.5,46.4
536094,26936,6,6.2,21.0,14,203,15.32,98.5,65.2
536136,26937,3,2.0,45.0,18,153,24.91,96.25,54.83
536143,26938,6,2.83,35.8,38,217,14.47,129.17,62.15
536154,26939,4,7.0,40.25,2,163,28.35,73.0,59.48
536181,26940,7,3.19,12.53,25,213,6.26,117.69,58.01
536212,26941,3,2.67,106.5,3,216,4.5,111.0,86.98
536219,26942,5,5.67,30.8,62,216,18.17,147.33,48.6
536239,26943,6,4.11,19.25,28,182,16.14,101.33,45.25
536265,26945,2,2.5,166.0,18,184,0.0,101.0,83.0
536269,26946,5,3.0,18.2,5,187,20.47,125.0,50.59
536295,26947,6,9.0,29.86,1,210,19.63,123.25,65.58
536322,26948,4,4.67,29.0,66,211,22.58,133.0,55.48
536346,26949,1,1.0,0.0,181,181,0.0,181.0,0.0
536347,26950,3,5.5,56.33,2,171,48.71,94.0,74.28
536365,26951,4,2.2,34.75,56,195,22.41,131.0,55.81
536373,26952,4,2.83,23.4,61,178,22.64,108.83,48.43
536388,26953,8,3.17,19.18,5,216,9.25,124.83,66.53
536423,26954,6,5.25,27.0,6,195,19.1,99.88,68.23
536453,26955,2,3.0,118.0,70,188,0.0,129.0,59.0
536459,26956,2,4.25,18.33,124,179,19.77,140.25,22.64
536472,26957,2,3.75,28.0,34,118,10.71,78.5,33.3
536485,26958,5,6.11,19.88,51,210,14.88,125.78,44.27
536515,26959,5,2.6,16.44,67,215,15.07,134.5,56.96
536539,26960,4,5.4,37.75,2,153,17.4,82.6,50.52
536559,26961,5,5.83,32.2,35,196,15.33,126.83,57.22
536577,26962,6,3.0,28.67,23,195,15.08,112.71,53.41
536592,26963,7,2.6,21.22,26,217,14.08,124.1,68.07
536613,26964,5,2.67,33.2,22,188,19.66,99.67,55.23
536627,26965,5,4.0,32.25,26,155,14.65,77.6,47.42
536637,26966,6,3.56,20.38,27,190,17.68,132.33,55.74
536667,26967,5,4.0,21.17,49,176,11.01,123.57,42.56
536689,26968,3,3.75,55.0,11,176,32.26,103.0,59.34
536703,26969,5,6.38,23.43,17,181,26.0,71.25,49.97
536736,26970,3,2.33,89.0,38,216,56.0,145.67,77.31
536741,26971,2,4.0,14.0,140,182,9.27,155.75,17.12
536752,26972,5,6.78,22.88,8,191,19.43,101.78,63.09
536779,26973,4,1.2,42.5,7,177,23.2,99.4,62.41
536785,26974,6,7.5,16.91,13,199,12.99,116.08,65.74
536828,26975,2,4.0,94.0,74,168,0.0,121.0,47.0
536834,26976,6,4.33,17.91,2,199,13.27,109.92,59.59
536880,26977,3,3.33,48.0,108,204,15.0,161.0,39.82
536885,26978,3,2.6,22.0,64,152,15.86,110.4,28.2
536897,26979,4,4.0,42.75,25,196,19.29,118.0,56.97
536909,26980,5,2.86,21.5,36,165,17.07,95.14,45.89
536921,26981,2,5.5,24.0,151,175,0.0,163.0,12.0
536928,26982,5,4.6,45.25,22,203,11.41,117.8,61.64
536946,26983,6,2.29,28.5,26,197,17.57,101.43,52.76
536958,26984,4,2.0,44.33,26,159,8.58,97.75,49.81
536965,26985,5,6.22,23.12,12,197,22.15,88.78,69.52
536997,26986,4,4.6,23.0,111,203,6.6,158.4,33.68
537013,26987,2,2.0,72.0,35,179,49.0,123.33,63.16
537019,26988,3,4.33,40.5,94,175,14.5,139.33,33.77
537030,26989,5,5.56,19.5,22,178,14.02,109.0,48.41
537052,26990,7,3.0,14.23,17,202,9.19,105.57,56.44
537091,26991,4,7.0,44.5,22,200,28.66,107.0,57.46
537118,26992,3,4.5,31.8,7,166,35.37,97.5,66.48
537136,26993,4,4.17,29.4,48,195,33.33,150.5,49.76
537155,26994,6,3.36,19.6,8,204,22.46,101.09,74.16
537189,26995,7,7.0,21.2,3,215,13.06,96.82,68.95
537246,26996,6,3.8,21.11,6,196,18.69,73.8,58.33
537271,26997,2,7.33,57.0,61,175,38.0,130.67,49.87
537291,26998,7,4.9,21.22,26,217,11.62,113.2,60.37
537328,26999,5,3.83,33.4,23,190,26.78,110.33,59.99
537348,27000,7,2.8,21.44,17,210,9.3,119.3,61.51
537365,27001,5,5.2,37.5,7,157,17.24,95.2,55.9
537385,27002,3,10.0,59.0,6,124,48.0,81.0,53.22
537393,27003,7,1.56,26.38,6,217,18.79,131.0,69.71
537405,27004,2,2.5,39.0,13,52,0.0,32.5,19.5
537410,27005,3,4.75,46.0,78,216,49.17,171.0,54.39
537422,27006,5,2.2,46.0,30,214,18.29,117.6,70.79
537431,27007,2,4.0,44.0,41,129,39.0,98.0,40.36
537443,27008,3,1.75,48.67,51,197,55.51,154.5,60.16
537449,27009,2,3.0,12.5,99,149,8.96,127.4,16.35
537463,27010,4,2.67,42.8,2,216,45.34,73.83,70.05
537476,27011,3,3.67,86.5,27,200,54.5,95.33,75.15
537483,27012,5,2.29,25.5,56,209,9.07,129.0,53.71
537498,27013,7,5.33,17.82,14,210,6.58,109.42,60.54
537560,27014,2,3.5,47.33,7,149,49.55,81.25,65.13
537573,27015,5,4.57,28.17,27,196,21.34,130.0,62.5
537599,27016,5,4.33,29.2,40,186,25.6,131.33,46.72
537622,27017,6,7.0,29.83,8,187,18.19,108.0,67.75
537649,27018,3,2.25,51.0,51,204,50.04,132.0,69.11
537658,27019,3,2.5,21.0,38,101,7.87,70.25,22.57
537667,27020,5,4.0,33.2,49,215,22.27,139.0,60.25
537685,27021,2,5.0,14.5,11,69,12.18,36.8,24.12
537697,27022,2,3.17,34.8,38,212,50.7,125.33,76.75
537712,27023,3,5.0,46.0,12,104,26.0,49.33,39.51
537721,27024,6,3.64,16.5,41,206,9.17,129.45,55.86
537753,27025,3,5.67,56.5,22,135,13.5,83.0,46.57
537767,27026,4,4.0,30.0,7,217,23.38,120.62,74.9
537791,27027,7,3.9,21.56,19,213,12.13,128.5,63.49
537829,27028,4,4.0,19.62,31,188,20.89,94.89,55.44
537850,27029,5,2.11,22.88,11,194,19.57,110.22,58.89
537865,27030,4,2.83,39.2,18,214,27.41,94.67,66.76
537879,27031,4,2.83,25.2,56,182,15.1,130.0,48.56
537894,27032,6,4.5,21.67,22,217,13.47,139.5,60.15
537933,27033,1,1.0,0.0,6,6,0.0,6.0,0.0
537934,27034,2,1.5,119.0,28,147,0.0,87.5,59.5
537937,27035,4,3.0,26.25,70,175,11.1,121.6,36.47
537949,27036,5,3.44,22.38,25,204,13.01,122.89,58.82
537968,27037,4,3.8,33.75,48,183,15.09,118.8,46.15
537983,27038,7,1.1,21.89,8,205,13.67,106.4,55.5
537993,27039,4,2.57,33.83,6,209,21.11,98.86,64.61
538009,27040,5,4.17,41.8,1,210,30.52,135.17,69.5
538031,27041,6,5.0,19.5,60,216,16.29,164.11,51.59
538069,27042,5,3.83,39.0,3,198,24.49,106.17,60.03
538084,27043,3,3.0,36.67,95,205,11.67,143.0,41.97
538094,27044,4,4.5,35.2,21,197,35.52,140.83,59.12
538113,27045,8,6.58,9.3,1,215,7.82,120.33,69.45
538217,27046,4,2.86,15.5,12,105,10.97,65.86,31.72
538234,27047,3,2.75,28.0,109,193,22.55,147.75,36.44
538242,27048,3,2.75,46.33,10,149,37.32,81.0,60.35
538251,27049,6,4.0,19.2,21,213,17.0,134.82,67.6
538292,27050,3,1.0,72.0,30,174,9.0,105.0,58.94
538295,27051,2,2.5,42.0,37,79,0.0,58.0,21.0
538299,27052,5,8.9,20.78,1,188,14.7,78.3,62.9
538352,27053,4,4.5,57.67,21,194,17.17,97.0,65.47
538365,27054,3,7.33,83.0,1,167,8.0,81.33,67.87
538382,27055,4,16.29,25.5,46,199,25.42,123.86,58.51
538403,27056,5,4.57,34.83,6,215,32.14,122.71,83.95
538418,27057,6,3.06,13.67,5,210,15.16,95.31,58.6
538455,27058,6,4.91,18.4,29,213,17.39,146.73,54.59
538493,27059,6,3.31,14.75,3,180,10.12,85.77,54.73
538529,27060,4,4.0,64.0,6,198,34.22,95.5,78.5
538541,27061,6,3.83,18.18,1,201,13.44,112.5,57.49
538580,27062,4,5.5,58.33,29,204,43.61,93.5,66.7
538595,27063,2,2.5,177.0,2,179,0.0,90.5,88.5
538600,27064,3,2.8,21.25,79,164,14.04,119.8,33.91
538611,27065,6,3.6,23.22,8,217,12.64,94.7,70.03
538639,27066,5,3.5,25.29,6,183,23.63,116.25,51.86
538660,27067,8,2.7,22.33,16,217,14.06,100.8,69.22
538680,27068,1,4.0,0.0,211,211,0.0,211.0,0.0
538684,27069,5,5.6,33.5,78,212,12.05,134.6,48.27
538704,27070,3,4.0,14.0,115,157,9.2,140.75,15.79
538717,27071,3,5.5,41.0,32,155,21.21,93.5,50.21
538736,27072,4,4.67,33.2,32,198,31.06,143.67,60.12
538751,27073,2,2.0,166.0,36,202,0.0,119.0,83.0
538755,27074,7,3.08,16.0,4,196,8.08,105.85,61.77
538787,27075,3,5.25,41.0,53,176,20.31,126.75,48.02
538800,27076,4,4.12,19.86,4,143,9.16,71.5,46.77
538831,27077,5,4.0,20.71,33,178,18.75,81.62,50.07
538857,27078,5,4.0,34.4,19,191,8.45,105.0,57.21
538873,27079,6,4.82,19.4,13,207,20.08,119.82,64.7
538923,27080,7,5.27,19.9,1,200,13.31,114.64,64.1
538976,27081,3,5.0,52.67,29,187,32.56,92.75,58.47
538993,27082,3,4.25,32.33,78,175,27.45,111.25,37.96
539008,27083,7,3.71,31.83,25,216,17.77,121.43,70.07
539026,27084,6,3.3,20.22,31,213,8.2,134.0,59.06
539054,27085,4,3.75,58.67,7,183,19.91,83.5,67.69
539060,27086,6,5.2,20.11,28,209,18.87,125.4,65.82
539097,27087,8,2.88,30.43,3,216,10.53,117.88,71.81
539118,27088,4,3.25,64.67,6,200,30.27,92.75,70.1
539127,27089,3,1.67,74.5,48,197,16.5,117.0,61.32
539132,27090,3,6.0,47.75,4,195,43.5,108.0,82.4
539149,27091,3,2.0,84.5,36,205,29.5,110.67,70.38
539153,27092,3,5.67,31.5,109,172,0.5,140.33,25.72
539168,27093,2,13.67,78.5,38,195,71.5,140.33,72.42
539203,27094,4,3.0,19.8,23,122,20.06,59.17,32.39
539219,27095,3,2.67,32.4,21,183,28.74,115.33,61.42
539235,27096,5,1.71,31.33,11,199,36.9,104.0,75.29
